packet_size,protocol_type,burst_rate,flow_duration,source_port,dest_port,byte_count,retransmission_rate,jitter,latency,priority_class
299,3,763,78.52,6295,110,568853,1.58,16.6,78.2,2
729,3,1571,119.03,44482,3389,6532809,1.38,12.96,45.62,1
1114,3,283,82.43,30696,443,17324209,2.6,94.96,77.83,3
728,4,614,108.52,33599,53,2267584,1.9,20.26,197.2,2
147,1,4463,21.76,27809,5060,180362,0.06,6.55,11.69,0
1390,3,249,226.22,61213,8443,12617626,10.13,49.2,221.4,3
272,0,564,6.05,54929,443,1904999,4.29,16.38,165.16,2
889,0,1531,55.62,33139,8080,4976502,2.5,17.35,70.39,1
1420,0,66,135.44,33587,443,3407453,11.94,70.85,51.38,3
1054,3,844,9.4,23707,443,4121020,4.93,17.56,76.57,1
1108,1,1620,107.57,11176,3389,8021884,4.09,15.68,18.43,1
953,4,441,88.86,43112,110,2385851,1.15,26.25,85.66,2
645,0,898,16.91,27850,3389,2274774,4.37,14.63,78.24,1
768,4,1441,60.84,35586,80,2066996,0.98,24.62,23.88,1
1390,0,188,126.36,7953,69,17802513,12.59,73.87,175.88,3
282,1,1770,14.45,31659,4000,456263,0.35,9.87,13.88,0
1301,0,32,86.25,32234,8443,24115033,13.39,27.92,323.26,3
1278,3,583,108.84,29160,443,3864595,5.43,36.57,38.69,2
532,4,740,163.38,42760,443,814296,5.94,36.46,69.59,2
789,4,513,68.82,12467,3389,6227910,2.32,6.05,57.79,1
475,4,307,126.59,29038,587,2039819,7.99,31.98,121.07,2
636,3,678,85.07,26501,110,3400534,1.85,35.3,180.7,2
1471,0,126,45.67,41846,443,14275773,4.26,79.03,446.31,3
935,0,165,145.82,50273,21,41503233,5.04,93.76,89.66,3
1005,3,66,71.38,40589,69,14571996,7.85,88.71,211.2,3
115,1,2110,6.18,29911,4000,284022,1.21,9.2,11.51,0
1233,0,105,179.96,53083,22,38236928,2.31,98.06,415.93,3
1024,3,267,245.31,15561,69,9098536,14.33,94.41,106.25,3
1304,0,81,96.72,62134,21,41472806,6.74,93.31,97.79,3
1092,3,1923,119.98,56199,80,9846014,1.9,12.9,66.42,1
466,3,635,81.17,53855,80,3119652,2.06,14.12,78.54,1
476,4,1207,76.2,17349,8080,2184734,3.41,27.11,29.41,1
726,0,769,119.47,3161,8080,8840796,4.79,10.34,61.2,1
375,3,618,28.17,61948,587,86814,5.36,22.84,136.7,2
282,1,2996,9.24,21683,5061,254334,1.88,8.75,5.69,0
1196,0,155,275.11,2584,443,18787160,10.74,99.89,125.46,3
236,1,1204,13.29,25580,5060,116064,0.8,9.8,7.55,0
1379,0,127,104.47,43829,8443,40576753,14.98,88.72,281.71,3
1025,0,1842,55.61,22037,443,3532532,0.98,27.94,72.67,1
862,1,1863,60.78,62768,8080,9699515,1.02,5.58,29.8,1
254,1,1634,24.52,29667,4000,171492,1.99,8.82,19.08,0
1191,1,551,13.68,55695,3389,9667433,2.28,19.66,74.35,1
1457,0,77,292.55,58423,443,25631952,14.43,49.27,304.13,3
959,3,1109,96.66,35672,443,1811463,4.28,24.05,34.78,1
898,1,549,21.91,13330,80,172207,3.24,6.16,60.94,1
1072,4,435,118.48,5310,443,4625991,2.58,28.8,33.32,1
203,0,603,65.1,64361,443,1367279,5.62,41.29,43.1,2
1002,5,372,36.86,6237,80,2772187,7.83,24.84,28.15,2
1335,3,77,203.95,25693,443,30757098,4.29,28.82,149.4,3
556,3,1286,12.0,38974,5900,7081159,3.86,10.58,75.74,1
235,5,465,114.1,48539,587,1821466,3.49,18.69,58.41,2
1383,0,626,147.75,8573,53,580437,4.78,23.94,82.82,2
1118,4,454,23.13,32836,80,9017862,3.38,28.05,20.62,1
1375,3,239,89.14,64639,587,1874388,4.16,31.01,150.56,2
947,0,124,88.6,6749,69,10456339,13.8,82.84,285.82,3
1320,0,212,142.48,13574,110,978577,1.45,12.23,64.91,2
186,1,3415,21.06,20504,5060,304387,1.25,3.92,28.15,0
1372,4,574,8.96,65063,443,1784171,5.48,27.21,177.28,2
235,4,698,169.1,3144,53,570987,6.67,40.01,133.98,2
842,0,1234,89.39,34971,8080,7882731,2.18,14.37,62.98,1
969,1,838,23.38,55170,5900,9252571,0.81,26.71,63.55,1
956,3,222,100.14,9537,69,42250394,2.85,62.28,337.87,3
766,0,1132,109.98,49614,5900,7402530,1.88,17.23,25.72,1
216,4,205,68.58,59542,25,2455047,6.65,22.1,171.81,2
1099,3,149,193.66,12160,443,13483239,7.03,59.53,200.77,3
884,3,294,101.94,22342,69,20732359,3.9,50.06,463.36,3
1322,3,95,156.38,26216,69,5378141,6.21,75.74,91.71,3
1261,4,637,38.81,55950,443,3033969,6.31,37.59,126.71,2
392,1,1257,97.32,2862,443,4365753,1.89,10.57,42.94,1
1198,0,105,135.44,57867,69,49631127,11.72,72.74,141.95,3
274,3,646,117.52,9747,80,4837262,4.4,31.19,189.34,2
857,0,459,78.01,10661,587,622357,2.37,38.17,159.17,2
203,1,924,0.76,29300,5004,92006,0.5,8.52,17.28,0
1372,3,94,297.41,36903,22,25286372,11.89,93.84,100.81,3
1184,3,299,102.77,54720,22,44138069,13.63,67.32,287.96,3
977,4,655,139.21,35333,110,3917480,7.99,10.58,36.43,2
232,0,3024,25.16,18863,5061,453875,1.17,9.95,25.82,0
1186,0,1032,62.76,21736,5900,6083276,3.52,19.81,55.44,1
904,3,510,113.34,5048,5900,691944,4.24,12.76,14.42,1
260,1,673,1.63,19436,4000,329406,0.08,8.73,8.44,0
884,5,468,144.1,4465,25,515016,7.01,42.38,152.42,2
690,1,1231,113.16,29043,443,7787352,3.18,16.8,29.44,1
1236,3,47,249.04,61585,443,39911952,4.24,73.66,110.23,3
1074,3,230,97.29,32550,69,45475275,12.39,57.3,273.59,3
911,3,399,119.0,4144,443,2188113,2.8,37.92,81.61,2
1376,0,460,76.08,51282,53,745823,3.89,39.29,146.94,2
1142,3,629,25.67,3379,443,325902,5.12,29.1,147.16,2
1246,3,209,288.15,62404,22,5167909,8.73,74.9,399.23,3
1375,0,186,284.68,55264,443,44437086,10.19,53.95,433.23,3
1168,3,280,48.33,65301,25,832940,1.49,20.54,180.15,2
818,0,192,64.55,29816,443,41764749,14.9,52.67,130.68,3
231,1,1570,5.33,22728,5004,29795,1.98,0.82,3.24,0
1219,5,534,8.07,29641,443,3925043,1.88,36.92,133.62,2
949,5,71,161.37,37266,25,794405,3.2,27.0,170.9,2
825,0,91,114.15,63050,22,16010864,6.05,26.78,101.08,3
1156,3,117,172.79,38920,21,5642757,13.7,84.63,175.81,3
1051,3,1035,52.2,11750,8080,2525974,4.09,9.46,15.44,1
891,5,708,37.55,31395,587,682163,5.95,20.29,50.4,2
1104,0,80,271.02,25334,443,26815977,2.42,65.53,398.34,3
489,5,246,121.64,49567,443,808351,1.92,46.33,154.52,2
1154,3,408,16.11,54279,80,5832578,1.96,19.31,63.57,1
123,1,3422,21.7,26501,5060,403880,1.8,5.13,12.9,0
440,1,379,49.02,24305,3389,1217146,2.57,29.84,60.16,1
950,3,607,100.49,41423,80,4489395,1.69,32.42,132.24,2
991,0,173,106.9,30870,21,44034289,9.82,85.62,299.05,3
1269,4,683,146.22,45585,80,1523784,6.4,17.13,107.4,2
1121,3,409,110.6,19283,53,3199901,4.94,22.67,70.25,2
129,1,4670,25.98,25221,5061,388952,0.98,7.26,24.8,0
120,1,1161,16.14,32583,5060,80944,1.69,3.1,13.45,0
1011,3,93,173.9,42356,8443,39143013,12.24,45.39,385.3,3
1238,0,250,233.95,46310,69,29914919,11.32,81.93,374.18,3
700,5,699,64.07,19983,53,3299883,6.85,26.17,158.09,2
635,4,92,121.51,18373,25,1447007,5.75,30.45,146.92,2
828,3,550,39.82,57966,443,2008303,2.07,15.58,166.27,2
629,0,522,22.22,40164,8080,9431047,1.26,22.43,25.71,1
1119,0,77,118.14,62624,8443,47275090,9.62,26.18,279.08,3
533,5,50,18.8,5303,110,1839468,3.3,35.66,26.82,2
797,4,967,113.84,52193,443,7507310,1.28,20.1,47.08,1
504,0,1985,24.09,10641,3389,3634505,4.59,9.68,52.2,1
315,3,493,14.67,6175,5900,735665,1.45,24.3,22.38,1
1419,0,36,158.76,55203,22,16899276,14.06,90.68,105.7,3
231,4,468,112.53,18409,443,308776,7.46,47.74,150.8,2
712,3,264,158.33,10816,110,2297816,3.49,19.22,67.57,2
1366,0,133,180.43,43492,21,20255053,4.11,74.49,333.56,3
890,3,255,106.47,55876,587,2965854,2.1,14.66,178.22,2
1407,3,85,77.89,51541,22,1981221,2.92,34.62,310.46,3
889,0,207,92.32,28575,443,5375150,3.11,68.48,206.55,3
356,5,245,76.47,25661,443,3846680,3.36,16.13,86.05,2
412,5,476,79.5,50696,587,707113,4.13,27.44,71.87,2
1140,3,395,5.01,58322,443,4295421,7.53,32.53,191.92,2
741,4,224,19.22,13681,3389,2278271,1.12,9.78,20.89,1
567,3,425,34.9,62753,587,2819186,6.18,38.21,95.8,2
151,1,2061,5.67,21563,5004,314099,0.54,8.44,10.09,0
1226,3,187,197.6,18608,21,34971323,14.0,52.93,239.59,3
1003,4,156,72.48,31775,443,4268072,6.31,20.02,142.98,2
1234,3,216,89.26,28210,587,385428,2.19,40.32,183.35,2
111,1,4098,25.4,30898,5004,312869,1.59,6.65,4.13,0
995,0,980,43.5,11344,8080,6804002,3.44,24.66,72.92,1
877,3,117,101.27,64837,53,4414451,3.1,42.59,122.23,2
301,3,638,79.78,5117,110,1770021,5.55,42.36,187.05,2
894,5,254,2.23,26425,443,2877848,3.53,24.02,133.4,2
1314,4,443,88.26,39060,25,2937389,5.94,44.69,117.47,2
703,3,160,133.29,33791,53,3214999,5.68,11.69,188.58,2
1465,3,185,164.87,2910,22,21831399,6.97,75.66,255.29,3
687,0,213,51.23,18791,80,839384,4.65,47.14,121.63,2
845,1,1482,45.9,60175,80,8346311,2.24,7.14,19.75,1
890,4,1112,83.26,39624,3389,8748405,3.19,5.18,12.39,1
88,1,2135,22.0,16914,5061,401145,1.98,6.56,2.78,0
951,3,773,162.23,50155,53,3176998,1.35,17.06,26.88,2
157,1,1422,6.67,32262,5061,165404,0.27,3.93,24.81,0
1196,0,22,292.5,14641,443,29171745,3.33,30.58,50.59,3
898,0,476,28.08,62552,587,4358370,4.46,41.28,138.82,2
1193,5,126,118.2,64263,53,3159700,3.64,47.82,90.01,2
1498,0,120,45.92,5697,8443,38264223,5.39,30.83,409.22,3
308,3,338,66.6,34132,53,697572,7.82,47.83,178.29,2
1180,4,1851,82.0,17858,8080,329726,1.34,22.01,37.59,1
535,0,243,69.44,45530,80,6485644,1.06,21.5,52.62,1
1208,5,576,147.22,4555,53,979211,7.87,10.44,110.72,2
858,0,265,187.27,32273,443,34698014,12.11,71.53,383.75,3
848,0,215,169.4,47174,443,11797036,2.16,84.25,450.81,3
1449,0,155,165.46,10558,21,44088080,9.67,26.87,112.95,3
161,1,4809,26.96,27473,5060,361466,1.85,7.65,18.16,0
316,1,1081,71.21,57334,8080,2611678,0.57,22.26,16.88,1
409,5,111,37.02,53354,25,4565725,6.09,41.85,55.33,2
565,0,548,51.43,64973,587,4854177,4.51,31.6,102.57,2
742,0,1356,17.73,15609,5900,5922001,1.44,20.36,24.83,1
825,3,130,270.13,42731,443,48772267,12.96,47.64,168.47,3
687,4,496,86.45,6997,443,9752262,3.54,19.01,34.88,1
983,0,139,286.54,46665,21,19742203,6.61,66.16,192.41,3
722,1,205,112.1,32672,8080,2157985,1.06,27.77,29.32,1
462,0,1071,89.47,55128,5900,1509616,3.24,25.76,26.58,1
1320,3,153,48.39,9750,443,35465978,8.58,21.93,275.45,3
1082,0,71,152.4,17762,8443,27321064,6.56,37.87,141.83,3
660,0,223,26.36,52626,5900,7448127,3.64,12.25,14.92,1
1048,0,715,30.83,1480,587,3739615,7.87,49.22,120.42,2
1023,3,1603,13.75,21844,3389,3878463,3.95,8.78,74.03,1
1311,5,414,161.87,52489,587,999515,2.61,41.56,45.21,2
312,0,705,89.58,58301,443,723295,2.72,19.51,95.41,2
955,0,873,55.88,48301,8080,9512812,5.0,14.72,37.09,1
771,4,1164,11.23,36253,8080,206298,3.76,23.64,38.34,1
669,0,701,74.79,57156,25,1396376,1.4,30.0,198.35,2
394,0,1267,70.39,28031,443,3689817,3.29,20.45,57.81,1
1290,3,248,272.04,47017,21,22554928,7.21,34.93,76.63,3
1187,0,188,254.49,53553,22,28435322,6.4,45.35,344.6,3
1280,4,419,174.53,63234,80,1313864,2.23,12.16,116.75,2
788,4,769,50.56,35855,110,3807279,3.71,10.77,74.98,2
833,4,1318,36.92,38144,8080,9021992,2.75,14.56,72.91,1
1206,0,133,78.32,55001,22,21579491,4.74,30.42,406.2,3
715,3,1670,33.7,42010,8080,2880955,2.01,13.3,72.82,1
1092,4,206,22.37,11672,53,1216344,4.84,20.25,177.83,2
669,0,633,96.46,37843,80,4969093,4.52,49.85,137.65,2
493,3,1995,106.77,12912,5900,3034139,1.02,12.95,12.18,1
624,5,533,175.15,28439,25,3638999,2.0,35.8,183.68,2
666,0,1011,10.71,60351,3389,665992,2.31,15.75,20.37,1
808,1,837,31.78,3493,3389,5915722,3.22,28.39,56.3,1
1148,5,440,112.26,56277,53,4757406,5.6,16.24,113.91,2
472,3,1678,28.75,25560,443,244512,0.61,6.1,12.07,1
1129,3,221,235.89,13676,69,45984888,2.26,25.13,200.36,3
1067,4,1518,73.78,45018,3389,8220260,2.78,12.43,36.84,1
901,3,141,293.08,46953,443,13557524,13.82,79.22,301.82,3
277,5,723,118.6,4309,53,2149251,5.41,22.23,163.17,2
1099,4,1216,97.0,18791,3389,6660718,1.34,5.78,70.53,1
127,1,2417,4.72,32611,5060,48362,0.1,3.43,4.9,0
1237,3,94,172.61,55366,587,4814958,6.29,22.36,78.41,2
373,4,1978,33.08,12793,443,6926045,1.09,12.37,28.33,1
574,0,1548,42.59,27579,3389,3085926,3.87,5.49,38.07,1
705,1,783,29.79,12060,5900,7679727,4.67,21.58,31.38,1
1064,0,187,229.23,1144,69,29565633,8.96,37.7,321.27,3
1107,4,432,177.76,31284,587,4242817,4.69,32.32,175.8,2
1046,5,67,174.08,52737,110,1859361,4.05,11.94,171.01,2
860,3,337,82.47,63558,80,4496390,5.86,26.21,25.66,2
1042,1,1324,96.61,43942,3389,9715935,0.66,11.09,23.56,1
1005,3,27,273.34,42160,69,19123282,12.33,95.07,307.8,3
820,4,283,54.79,23051,80,8744127,0.68,29.34,15.61,1
918,3,37,144.0,54511,443,40497752,7.92,32.46,487.63,3
915,0,84,280.62,51790,8443,18441891,15.0,66.18,352.57,3
446,3,1350,40.49,16501,5900,8650630,3.35,20.0,61.77,1
95,1,2838,26.97,32540,5061,10726,1.1,3.86,18.61,0
1242,3,586,132.01,54346,53,4651305,1.16,43.01,134.86,2
1121,3,778,80.67,44122,80,4547597,6.94,12.91,166.15,2
538,3,1622,115.21,51874,8080,1651204,2.53,21.9,22.85,1
141,1,3971,6.17,25075,5060,140401,0.67,0.36,1.7,0
1097,5,679,56.73,49537,443,1430804,1.03,21.82,176.23,2
576,4,221,141.15,57765,53,1263615,4.65,24.25,178.92,2
1031,0,192,111.54,60791,8443,43028130,8.41,88.54,309.74,3
884,0,237,86.37,64937,5900,577617,4.83,21.53,74.56,1
1310,5,121,84.87,49846,80,3065781,1.81,38.68,172.74,2
922,3,712,26.81,32564,80,3913759,6.94,28.27,139.12,2
1078,0,391,40.36,44813,25,2498813,1.71,19.45,35.64,2
209,4,613,164.01,15968,80,4691289,3.15,44.65,88.97,2
904,5,478,106.19,43640,587,3939461,5.1,31.5,167.35,2
413,4,717,5.03,23024,110,4501979,4.3,45.01,136.06,2
350,0,1822,94.46,8408,3389,561811,1.97,9.03,10.92,1
180,1,1844,1.84,21054,5004,118472,1.11,7.41,10.73,0
204,1,3874,0.7,31169,5060,80071,1.82,1.02,14.58,0
1395,0,214,45.98,58857,21,5953077,8.86,73.23,465.46,3
1164,3,496,25.92,9148,80,4919018,2.14,45.76,172.15,2
162,1,4454,8.55,17083,4000,221462,1.81,8.47,12.63,0
995,3,17,114.24,56828,443,29003442,13.53,37.98,480.6,3
1077,4,597,75.34,61603,53,1379863,7.09,35.6,32.38,2
917,0,240,171.35,23023,69,31593393,10.22,61.62,189.95,3
543,3,156,139.7,59077,80,4529493,7.54,29.67,70.51,2
906,3,152,38.16,62333,69,5661152,12.19,91.32,299.55,3
148,1,4106,7.1,19890,4000,442442,0.42,8.53,13.39,0
532,4,1239,6.99,42668,8080,2554497,4.03,27.8,59.88,1
1416,3,208,56.3,9728,21,40930310,4.4,56.18,88.1,3
1335,4,123,79.18,25937,53,136578,3.41,22.09,144.95,2
1364,0,160,138.61,27890,8443,9672284,3.51,39.37,371.1,3
1012,4,1138,112.84,60313,80,9834725,4.87,26.92,27.49,1
760,4,103,47.18,53981,110,186607,6.16,48.2,89.26,2
607,4,67,174.22,53571,110,3648921,1.05,28.16,92.38,2
860,0,739,106.06,15791,80,869483,1.08,14.55,50.98,1
596,1,1998,115.73,60396,8080,7425005,0.56,15.96,61.02,1
801,4,1314,66.85,18310,5900,8148611,0.81,13.32,56.33,1
804,0,1052,23.92,25149,3389,1871920,4.07,16.7,66.29,1
1410,0,268,194.49,40345,21,6489961,14.12,69.99,77.42,3
409,4,1179,57.07,6836,80,7198728,1.19,25.12,47.3,1
88,1,2915,13.32,17993,5061,479697,0.17,3.99,3.91,0
479,4,1909,70.69,58817,5900,5852444,4.72,10.51,66.71,1
1309,0,198,70.73,40484,80,987557,4.35,42.14,90.83,2
204,1,3797,3.31,22821,5004,391449,1.29,0.97,26.91,0
263,5,154,43.74,62059,110,4672055,6.9,17.23,49.34,2
1181,3,54,162.23,42903,8443,38876616,10.35,76.09,228.15,3
413,0,84,114.9,60642,587,3479571,2.55,21.36,139.83,2
1380,3,105,188.31,52276,443,22102141,3.16,41.85,204.65,3
1301,3,159,205.31,9832,21,46468043,9.04,88.81,316.16,3
843,4,519,174.46,58044,110,3153912,2.27,40.44,185.53,2
1263,3,15,67.63,31121,443,9758729,5.12,57.52,79.15,3
1282,0,173,110.64,53638,22,8678740,13.94,50.61,437.36,3
1133,3,1265,62.27,16197,3389,4409012,3.1,21.96,49.48,1
384,4,1855,47.19,32279,80,1913028,4.61,15.92,31.22,1
602,4,283,23.53,6065,25,1149119,6.75,37.27,58.53,2
210,0,784,124.3,20879,443,897249,7.73,40.44,73.65,2
854,4,191,53.97,47089,80,2028603,7.92,19.66,26.2,2
462,3,1228,42.64,57560,80,8113962,1.3,21.26,44.91,1
301,5,773,125.6,16530,443,1598091,2.15,14.37,110.04,2
1013,4,294,106.09,64570,80,5830812,0.61,28.16,78.8,1
1262,3,215,48.16,27618,443,37158313,5.41,95.54,422.78,3
1004,3,70,148.26,46737,8443,31908430,9.52,95.74,128.9,3
1184,3,101,150.98,24330,21,15024380,13.2,73.81,382.79,3
1162,3,1419,102.51,46526,443,3470116,3.53,7.61,41.78,1
664,4,688,43.58,48461,53,3336763,6.13,36.27,167.87,2
839,0,87,121.46,29402,8443,46211817,8.86,46.87,205.44,3
1297,3,508,103.89,4633,587,2244010,4.72,37.75,103.71,2
945,0,1632,117.9,21101,5900,3897446,0.72,17.62,58.9,1
986,0,1633,26.0,35551,8080,4979177,2.9,22.39,64.18,1
1333,5,234,36.52,47831,110,327759,7.05,22.88,112.95,2
824,4,508,85.85,45336,443,230205,3.19,28.25,74.68,1
862,3,316,72.92,54949,110,2907262,3.18,24.12,164.68,2
1315,0,212,88.56,31179,22,2140846,8.53,28.1,393.19,3
516,3,248,84.97,19875,110,4813042,1.54,10.3,175.66,2
643,4,1275,112.55,32400,443,2899888,3.25,9.46,36.33,1
512,3,1776,104.99,28448,8080,7404737,2.86,15.21,31.68,1
179,1,1267,5.92,31238,4000,289859,0.96,1.85,12.23,0
464,3,248,105.72,29805,587,549173,6.62,24.77,147.19,2
863,0,156,179.18,63856,22,29980547,12.86,21.58,474.26,3
275,1,3306,8.05,27386,5061,55786,2.0,1.99,14.33,0
1477,0,159,166.32,23507,69,45316460,11.98,26.25,257.17,3
439,3,1937,53.24,27508,8080,4685041,3.11,25.65,35.45,1
1319,4,319,70.04,57710,25,2194676,7.94,24.26,27.95,2
862,4,271,39.9,28766,80,3344057,4.19,46.77,156.61,2
879,3,1433,71.17,31961,3389,5015329,3.19,26.16,26.23,1
986,0,70,100.18,23096,22,21886860,5.26,62.53,333.29,3
848,0,101,169.91,37511,443,1783998,4.85,61.15,180.9,3
1047,0,259,68.22,48866,587,2456720,4.01,12.97,196.4,2
194,1,3691,26.64,29299,4000,379480,0.32,9.0,18.59,0
1150,0,209,66.42,45586,80,7597879,2.67,8.8,35.53,1
1029,0,1342,53.31,41803,443,3918044,4.35,21.29,13.06,1
374,0,1046,28.17,8834,8080,8990277,4.46,15.63,38.95,1
424,0,503,111.26,49003,587,2466669,2.84,31.47,72.39,2
1095,0,290,223.44,40714,21,27593482,12.93,83.19,495.63,3
1043,0,1101,35.5,8139,443,5814700,1.54,8.03,10.43,1
1064,3,18,151.28,22722,21,25453426,12.85,62.4,142.37,3
965,0,207,101.44,5809,21,16684748,5.67,49.71,126.19,3
1039,4,535,115.04,15442,5900,6497702,4.24,23.69,55.89,1
577,4,1246,61.95,50781,3389,4696776,1.4,5.28,33.17,1
1211,5,78,131.88,8104,443,748963,7.36,25.4,187.01,2
184,1,4003,6.09,25713,4000,112491,0.07,5.33,20.19,0
592,4,276,86.5,56085,443,1509936,4.91,20.24,42.93,1
1107,3,1755,52.52,37705,3389,1911992,1.4,19.48,42.66,1
1439,3,180,296.76,14318,8443,32614660,11.58,69.28,458.71,3
1383,3,203,276.07,2513,69,41513008,3.09,24.21,298.1,3
1359,3,164,21.39,49925,443,988219,7.22,14.4,197.0,2
1261,4,563,5.61,9526,110,106563,3.79,10.64,141.49,2
1133,5,343,44.74,39608,53,724237,3.21,34.07,116.99,2
224,1,4743,28.38,24770,4000,58823,1.51,0.91,27.8,0
1225,3,174,150.08,38409,8443,44866238,11.79,87.29,158.32,3
1295,3,139,142.07,13109,21,12993572,3.66,84.95,109.52,3
258,1,2249,9.11,30935,5004,287422,1.76,3.09,19.86,0
813,3,801,40.7,4941,3389,7321580,3.51,20.41,75.61,1
1231,0,425,47.42,4997,110,3661894,1.69,44.36,62.99,2
1127,0,704,78.91,10147,110,1193008,3.05,12.06,132.89,2
994,0,142,114.43,21299,69,11800258,5.9,27.47,400.14,3
1484,3,189,186.62,45006,21,34266666,6.93,82.83,483.45,3
897,4,1137,28.66,18697,5900,288928,2.7,23.98,38.83,1
132,1,982,26.09,29344,4000,343676,0.19,0.33,19.62,0
1081,4,373,143.18,1678,80,2936461,1.06,17.42,57.97,2
103,1,3926,9.1,20207,5004,445244,0.75,2.17,21.18,0
1336,3,39,194.51,19794,443,6120071,11.74,47.8,217.64,3
480,4,1545,9.64,39407,5900,2583115,0.68,25.53,19.71,1
550,4,1460,69.59,1381,5900,2560834,2.68,22.43,69.74,1
935,4,285,158.42,30582,80,4426277,5.75,20.47,103.67,2
767,1,922,19.77,40332,5900,4657495,1.35,13.33,47.04,1
1487,0,76,291.49,44833,21,20114838,4.22,32.65,168.62,3
1262,3,668,103.65,56079,53,490237,6.03,33.5,130.22,2
1378,3,50,43.44,52024,69,45439453,13.71,83.79,177.23,3
304,3,206,115.11,17880,443,8743941,0.54,6.38,23.48,1
331,3,517,21.96,10160,53,3371534,2.04,46.42,162.84,2
850,0,437,68.59,24098,25,2436776,1.87,34.65,137.32,2
869,3,891,111.2,54820,80,6997498,3.15,20.81,74.53,1
226,1,3014,18.95,32685,4000,394900,1.04,4.61,1.89,0
1095,3,674,49.83,5182,25,2033270,6.12,34.03,149.26,2
75,1,3908,3.04,26655,5061,290962,0.35,8.76,22.39,0
1314,0,33,88.99,43347,8443,34261845,2.02,75.86,425.55,3
997,4,51,147.03,6284,80,1515255,2.16,48.02,197.14,2
1026,3,118,286.27,7745,443,2515444,2.05,91.39,224.03,3
967,4,631,37.5,27683,443,4464190,0.95,16.25,32.84,1
554,4,760,76.39,9535,3389,9165146,1.78,5.25,66.35,1
1066,1,988,92.45,17736,443,9002483,4.99,28.85,75.84,1
780,4,623,158.13,15012,443,1770122,6.73,47.36,61.3,2
1342,5,486,164.7,29923,53,2748893,6.03,36.46,189.6,2
191,1,1069,27.91,19117,5004,243289,1.23,9.9,5.06,0
1146,3,70,279.34,52156,443,14136049,11.94,91.27,424.37,3
1288,0,290,45.45,24421,69,7820852,9.31,24.71,123.98,3
1369,0,215,221.06,11843,69,20810776,5.69,86.27,181.67,3
1050,5,690,63.22,4771,110,395637,1.98,12.18,92.37,2
1156,3,195,221.22,57366,69,6905516,4.75,68.23,297.27,3
1103,3,424,9.74,26223,25,2627045,6.7,25.95,35.49,2
314,3,1283,75.48,18433,3389,9456623,2.75,21.87,77.78,1
625,3,1110,49.0,56157,443,3132891,1.48,25.0,45.17,1
415,3,1662,92.46,62695,5900,2781966,3.24,19.87,45.71,1
769,0,200,132.92,55149,80,3732052,7.02,23.16,53.81,2
1403,3,162,80.59,54471,69,33163176,9.58,48.91,117.83,3
420,4,1884,40.22,10184,8080,7347900,1.33,6.03,53.35,1
1071,1,847,114.36,16900,80,6385192,3.13,9.99,10.48,1
520,3,187,168.2,37567,443,4800605,5.68,33.87,29.87,2
933,0,276,106.0,52024,443,23728358,9.65,25.83,265.56,3
952,0,295,167.89,13438,21,10799822,11.17,35.75,107.25,3
574,3,296,74.74,34853,587,4191630,6.83,13.86,98.68,2
1075,0,54,297.89,25416,22,30724084,8.75,94.89,164.82,3
575,0,1462,52.84,9361,3389,9614854,3.78,17.45,65.74,1
1040,0,108,246.01,49308,21,32424367,14.13,49.52,457.46,3
592,3,397,40.53,46216,5900,9963786,3.76,17.29,11.35,1
1269,0,277,34.08,56805,443,24184329,13.05,87.98,365.43,3
328,1,342,63.87,19673,80,8109049,4.15,21.11,65.81,1
971,0,1019,100.22,23014,3389,3923079,3.64,7.49,16.2,1
599,4,1083,21.46,12194,5900,1813196,1.37,16.25,21.0,1
1208,4,100,126.04,53327,587,3836541,2.08,46.83,143.42,2
154,1,2418,27.35,28981,5060,233843,1.42,6.65,2.28,0
97,1,2678,2.62,27255,4000,110381,0.72,6.35,21.73,0
960,4,454,36.06,61222,443,1117210,6.7,23.33,181.87,2
817,3,61,213.34,29156,8443,44996139,6.59,34.93,107.84,3
1187,4,234,150.24,51826,80,1296685,4.71,48.55,83.24,2
1292,3,61,164.96,53748,69,16572940,8.14,87.32,112.34,3
1167,1,1796,12.23,28188,3389,7923973,2.76,29.62,77.38,1
1223,3,238,288.49,41154,21,8616765,2.43,44.01,364.55,3
900,4,304,70.67,49220,80,2405560,3.53,5.17,53.95,1
241,5,696,124.37,11356,80,473881,6.03,18.56,73.72,2
1283,3,263,53.92,41384,69,45738713,4.01,46.9,490.46,3
263,0,3094,16.56,21901,5004,257157,1.79,9.67,13.86,0
263,3,391,123.0,57781,443,1699389,2.18,12.89,54.88,2
918,3,413,171.87,59861,587,2459567,2.53,18.31,94.36,2
1170,1,1427,68.07,11557,3389,6018638,4.99,5.87,68.93,1
710,4,1551,108.3,64124,5900,7053122,2.06,14.23,72.21,1
1174,3,125,106.73,36772,21,43887627,14.34,52.03,229.12,3
1185,0,70,152.97,46830,8443,3868003,3.73,58.01,315.62,3
801,0,44,287.04,19537,69,19436888,10.52,51.18,255.07,3
1360,0,729,87.69,24957,110,884970,4.78,31.66,174.44,2
1205,0,55,131.4,20767,69,34763321,2.61,98.97,403.91,3
569,0,277,104.06,6611,3389,4451161,1.46,20.63,66.77,1
1023,3,121,87.27,7566,22,38149435,14.43,62.56,94.11,3
597,0,1728,91.82,63519,5900,6186289,3.09,25.79,23.19,1
